,vec0,vec1,vec2,vec3,vec4,vec5,vec6,vec7,vec8,vec9,vec10,vec11,vec12,vec13,vec14,vec15,vec16,vec17,vec18,vec19
33,0.318618,0.056007,0.005300,0.099069,0.169788,0.120638,0.163435,0.207829,-0.079499,-0.084075,0.019161,0.035186,-0.169490,-0.152887,0.053256,0.160983,0.218327,0.082391,-0.178341,-0.070556
34,0.369981,0.126418,0.126884,0.257427,0.223760,0.090626,0.165868,0.310453,-0.159979,-0.056545,0.091596,-0.009325,-0.160380,-0.221260,0.074312,0.280988,0.503422,0.303906,-0.357438,-0.109241
35,0.330083,-0.054575,0.129093,0.114218,0.321093,0.151976,0.331292,0.140310,0.133625,0.168631,-0.156716,0.017322,0.019845,-0.188111,0.194991,0.093959,0.437566,-0.053145,-0.325020,0.121354
36,0.293215,0.117780,0.176955,0.165908,0.142919,0.076610,0.126934,0.223186,-0.116050,-0.023415,0.068133,-0.028579,-0.102532,-0.206344,0.113896,0.143804,0.327811,0.095643,-0.169810,-0.104692
37,0.356051,0.049911,0.094538,0.348342,0.295701,0.047169,0.353175,0.388379,-0.093186,-0.161351,0.006831,0.013992,-0.062318,-0.309981,0.148257,0.293668,0.534817,0.380627,-0.459196,-0.095427
38,-0.046612,-0.091624,-0.164888,0.478808,0.383362,-0.306930,0.275547,0.289391,0.059146,-0.194366,-0.187313,0.236147,0.516853,-0.194996,0.039094,0.243241,0.321460,0.820334,-0.699290,-0.101234
39,0.122097,0.140874,-0.326672,0.286730,0.521985,-0.271949,0.310503,0.242971,0.096386,-0.657562,-0.302355,0.120466,0.657336,-0.087934,-0.052238,0.265213,0.450543,0.647854,-0.751232,-0.206678
40,-0.152665,-0.218416,-0.157810,0.651002,0.354183,-0.441016,0.041084,0.364668,-0.061970,-0.223543,-0.097168,0.412863,0.414822,-0.309806,-0.166235,0.353129,0.157092,0.728055,-0.748665,-0.132134
41,-0.098688,-0.025700,0.147331,0.395499,0.050031,-0.205116,0.115065,0.172575,-0.231021,-0.072998,0.114893,0.227198,0.211277,-0.217323,-0.177815,0.244475,0.125543,0.407610,-0.377161,-0.099573
42,0.073535,-0.015338,0.144255,0.314968,0.148085,-0.102644,0.189517,0.212908,-0.185306,-0.003541,0.136726,0.130833,-0.000174,-0.235169,-0.099040,0.204359,0.187886,0.304544,-0.340798,-0.066103
43,0.035281,0.350373,-0.222508,0.034196,0.278794,-0.063351,-0.172465,0.249780,-0.289156,-0.345084,0.062103,0.004375,0.191603,0.059321,0.072456,0.011704,0.314282,0.185336,-0.145848,-0.246697
44,-0.146036,0.003049,0.057669,0.537165,0.310447,-0.371464,0.223530,0.009523,-0.115326,0.192656,-0.132966,0.245576,0.236977,-0.276019,-0.065096,0.198061,0.112508,0.557589,-0.523495,-0.090571
45,0.019100,0.042207,-0.018805,0.276991,0.190459,-0.147642,0.135051,0.079239,-0.043420,-0.170887,-0.039275,0.019418,0.171631,-0.153820,0.002080,0.114780,0.227724,0.340322,-0.295357,-0.109459
46,-0.108211,0.238357,-0.386775,0.087177,0.373111,-0.116972,-0.089731,0.286590,-0.053533,-0.724340,-0.183582,-0.078208,0.630573,0.362522,0.205233,0.068921,0.401176,0.478129,-0.340360,-0.180754
47,0.047568,-0.018502,0.012545,0.416587,0.307621,-0.193350,0.223694,0.184128,0.011859,-0.272304,-0.103203,-0.017254,0.320922,-0.216138,-0.030106,0.126174,0.325976,0.519002,-0.517592,-0.086227
48,-0.112050,-0.252094,0.085366,0.615371,0.247545,-0.231050,0.230300,0.163533,-0.114617,-0.103040,-0.109644,0.337659,0.318231,-0.284286,-0.220969,0.236299,0.233814,0.465106,-0.478495,-0.048664
49,0.409163,-0.030899,-0.112763,0.395888,0.555684,-0.072586,0.445301,0.391369,-0.023439,-0.383647,-0.127290,0.164297,0.003733,-0.350747,0.099274,0.391852,0.549028,0.618587,-0.818325,-0.151686
50,-0.069072,0.245978,-0.381417,0.011024,0.428769,-0.068845,-0.063648,0.219599,-0.120327,-0.566005,-0.173546,-0.058625,0.355238,0.089089,0.128766,0.028778,0.295015,0.229696,-0.303485,-0.133426
51,-0.225063,-0.132390,0.158973,0.748771,0.126447,-0.492213,0.094209,0.306071,-0.362268,-0.211047,0.253102,0.458956,0.351943,-0.401085,-0.487860,0.379708,-0.039054,0.598182,-0.728499,-0.113048
52,-0.174107,-0.076264,0.032610,0.706206,0.180181,-0.532313,0.013641,0.287455,-0.360521,-0.110341,0.199975,0.409728,0.313854,-0.452402,-0.382030,0.435899,-0.027404,0.578577,-0.773108,-0.198292
53,-0.164820,-0.150828,0.128770,0.707314,0.214100,-0.406965,0.267610,0.240074,-0.283124,-0.107727,-0.010258,0.448343,0.416308,-0.408593,-0.299041,0.386155,0.188639,0.615329,-0.781466,-0.117320
54,-0.019233,-0.139569,-0.088605,0.337179,0.168662,-0.118277,0.273842,0.049059,0.053172,-0.075846,-0.128469,0.058554,0.217246,-0.013312,0.020548,-0.000665,0.263375,0.478408,-0.220113,0.034964
55,0.027813,-0.112495,-0.147957,0.329263,0.266802,-0.160224,0.315670,0.119873,0.114398,-0.213692,-0.160378,0.102049,0.378857,-0.031681,0.012932,0.103084,0.314447,0.518857,-0.448287,-0.017190
56,-0.127044,-0.055549,0.093547,0.394828,0.387299,-0.126162,0.346437,0.154714,0.108540,-0.102210,-0.284916,-0.101772,0.301400,-0.029596,0.083949,-0.043325,0.305091,0.649273,-0.295650,0.178636
57,-0.131560,0.012464,0.207187,0.378918,0.220687,-0.137698,0.249046,0.049842,-0.086262,0.133593,-0.021209,-0.072349,0.236747,-0.096004,-0.045839,-0.042647,0.233053,0.637640,-0.264215,0.103808
58,-0.088612,-0.032084,0.059121,0.415253,0.454038,-0.151162,0.433594,0.208651,0.133541,-0.127424,-0.351851,-0.052704,0.323931,-0.018113,0.112676,-0.021056,0.376604,0.741442,-0.405327,0.205141
59,-0.141232,-0.049141,0.066704,0.416497,0.448088,-0.141055,0.445368,0.145980,0.208750,-0.078733,-0.403717,-0.129205,0.317102,-0.026803,0.105739,-0.084723,0.370447,0.653487,-0.347784,0.253563
60,-0.052628,-0.020798,0.003813,0.403053,0.219041,-0.341755,0.213632,0.224050,-0.141395,-0.092298,0.092358,0.120401,0.356235,-0.197051,-0.078415,0.212322,0.277397,0.713916,-0.558888,-0.147454
61,-0.104877,-0.118618,-0.054987,0.366683,0.358427,-0.154506,0.368160,0.176037,0.172466,-0.137651,-0.289369,-0.037919,0.410476,-0.031221,0.114795,0.052770,0.335641,0.678746,-0.503962,0.066627
62,0.030586,-0.066416,-0.330193,0.160002,0.310522,0.011171,0.474671,0.474839,0.299078,-0.503073,-0.061299,0.101379,0.462005,0.095794,-0.093321,0.263838,0.297412,0.825979,-0.732601,-0.248893
63,-0.084188,-0.243537,-0.004720,0.761958,0.354044,-0.302591,0.396783,0.280141,-0.060846,-0.205914,-0.296343,0.238094,0.470487,-0.296767,-0.042515,0.216366,0.392408,0.913040,-0.584025,0.019293
64,-0.034200,0.024200,-0.229666,0.397730,0.427166,-0.238060,0.491070,0.192696,0.121748,-0.295850,-0.292187,-0.019922,0.401423,-0.073937,0.073116,-0.019751,0.323597,0.771148,-0.548910,0.024167
65,0.006168,-0.079620,-0.221008,0.442475,0.323961,-0.222279,0.454534,0.121917,0.144188,-0.234518,-0.286604,-0.027306,0.325832,-0.083286,0.041497,-0.061530,0.351958,0.779073,-0.380568,0.129502
66,-0.100430,-0.069775,-0.084821,0.333819,0.315925,-0.198401,0.447055,0.077098,0.141351,-0.157272,-0.281034,-0.044595,0.351254,0.020302,0.097525,-0.018677,0.220336,0.667407,-0.396522,0.122178
67,-0.081373,-0.214063,-0.080312,0.175655,0.378217,0.076252,0.608631,0.105587,0.448959,0.194026,-0.475083,-0.048330,0.485684,0.039303,0.266324,-0.113777,0.327411,0.602442,-0.609133,0.348620
68,-0.043445,-0.042119,-0.151617,0.296933,0.299078,-0.175643,0.438620,0.099981,0.188238,-0.079145,-0.227155,-0.103545,0.228780,-0.042341,0.084534,-0.089510,0.205079,0.600238,-0.341902,0.067266
69,-0.157919,-0.219669,0.052274,0.187691,0.262634,0.014802,0.543129,-0.126116,0.416189,0.267642,-0.436974,-0.052038,0.418204,0.008429,0.230113,-0.185053,0.252288,0.331739,-0.508142,0.515570
70,-0.192382,-0.013454,0.442843,0.464048,0.172326,0.057181,0.646622,-0.167945,0.152769,0.026219,-0.395160,-0.191689,0.426471,-0.040727,0.086624,-0.318193,0.189507,0.624989,-0.320584,0.524635
71,-0.173627,-0.012219,0.384405,0.487316,0.244190,-0.036721,0.653962,-0.098110,0.120558,-0.092014,-0.409664,-0.132972,0.532759,-0.031012,0.068320,-0.235968,0.211529,0.691846,-0.416963,0.387221
72,-0.126346,-0.250358,0.026448,0.210103,0.340262,-0.007650,0.610542,-0.081499,0.468002,0.244873,-0.519769,-0.002674,0.620468,0.012532,0.245238,-0.105331,0.320015,0.487135,-0.696021,0.485794
73,-0.061403,-0.095714,-0.087553,0.193372,0.219838,-0.088590,0.288419,-0.044284,0.181181,-0.086799,-0.204670,0.012451,0.346259,-0.024611,0.063349,-0.033045,0.183614,0.409587,-0.357591,0.173252
74,0.001212,-0.034142,-0.101068,0.486240,0.368399,-0.119913,0.396287,0.275427,0.068210,-0.215350,-0.135305,0.036023,0.342399,-0.102036,0.126877,0.148580,0.387992,0.701686,-0.643874,0.025276
75,-0.002857,-0.097248,-0.168258,0.356151,0.353405,-0.308514,0.355898,0.183863,0.113027,-0.344146,-0.170232,0.078336,0.422870,-0.102815,-0.027544,0.172090,0.438221,0.666065,-0.563213,-0.171695
76,0.052168,0.047796,-0.371950,0.238067,0.406878,-0.175985,0.257904,0.195508,0.137909,-0.532710,-0.253520,-0.008184,0.507192,-0.013738,-0.089836,0.064087,0.447522,0.488533,-0.455674,-0.136378
77,0.153390,0.143743,-0.111205,0.398581,0.343868,-0.232693,0.194553,0.327403,-0.023617,-0.323898,-0.032382,0.063951,0.289861,-0.151299,-0.112726,0.327489,0.449363,0.648513,-0.719864,-0.272897
78,-0.126401,-0.069980,0.055721,0.458746,0.510914,-0.095962,0.477346,0.016874,0.092489,-0.121512,-0.445884,-0.135094,0.282516,-0.089750,0.074309,-0.043517,0.224793,0.619667,-0.360558,0.219214
79,-0.034904,-0.049035,-0.194749,0.461334,0.385552,-0.284280,0.351859,0.276008,0.005452,-0.380068,-0.158633,0.109214,0.444017,-0.101374,0.066421,0.207939,0.415107,0.804248,-0.658354,-0.109850
80,0.048340,-0.132931,-0.160643,0.264099,0.300561,-0.198063,0.256246,0.145187,0.016796,-0.263634,-0.138715,0.168558,0.114551,-0.114392,-0.028618,0.186191,0.227425,0.403607,-0.405865,-0.045571
81,0.013570,-0.046836,-0.084249,0.305278,0.251901,-0.211916,0.227242,0.181052,0.025034,-0.228033,-0.085290,0.123091,0.290472,-0.036381,0.012338,0.171355,0.243419,0.485150,-0.436660,-0.113423
82,-0.003098,-0.008175,-0.184312,0.169396,0.201791,-0.126094,0.186464,0.104496,0.051666,-0.219307,-0.077372,0.059141,0.242207,-0.032579,0.002189,0.101692,0.172546,0.456904,-0.356562,-0.012143
83,-0.061173,-0.072917,-0.057513,0.203005,0.221763,-0.109466,0.263982,0.023077,0.152402,-0.173054,-0.168065,0.052327,0.377347,-0.071156,0.084793,0.036523,0.245709,0.395237,-0.415981,0.072804
84,0.031336,-0.083180,-0.250250,0.237732,0.298590,-0.217787,0.387305,0.168570,0.213283,-0.314316,-0.100102,0.051086,0.338220,0.051434,-0.053502,0.121801,0.389715,0.603900,-0.489094,-0.138760
85,-0.128914,-0.110390,-0.118930,0.243657,0.274549,-0.045615,0.419329,0.081280,0.205101,-0.097583,-0.230476,-0.047753,0.290952,0.016918,0.055941,-0.057322,0.246281,0.564916,-0.389080,0.185297
86,-0.124086,-0.119585,-0.036050,0.303823,0.136892,-0.053506,0.297700,0.007023,0.141824,-0.007639,-0.192650,-0.071524,0.190258,0.049398,0.073853,-0.134528,0.195438,0.453667,-0.122890,0.241219
87,-0.016254,0.006619,-0.149999,0.564276,0.444525,-0.368535,0.319229,0.155367,-0.028065,-0.460510,-0.319516,0.062667,0.376697,-0.246044,-0.004074,0.156155,0.280830,0.647578,-0.605241,-0.006036
88,0.044857,-0.021301,-0.098332,0.271485,0.310045,-0.133091,0.338051,0.148363,0.086172,-0.347828,-0.226201,-0.057425,0.285019,-0.074316,-0.064152,0.135954,0.396148,0.493516,-0.344930,-0.002495
89,-0.063600,-0.012314,-0.217169,0.468431,0.319432,-0.230422,0.268577,0.095514,-0.027781,-0.347021,-0.129530,0.045544,0.336416,-0.172588,0.011776,0.171650,0.339338,0.527437,-0.465505,-0.123994
90,0.050649,-0.185662,-0.088971,0.581803,0.393483,-0.100470,0.289137,0.183861,0.154436,-0.286472,-0.268054,-0.005480,0.362335,-0.003415,0.075509,-0.010228,0.293517,0.600256,-0.423909,0.197092
91,0.000187,-0.094573,-0.166372,0.553876,0.370452,-0.372301,0.409134,0.383718,0.028739,-0.498688,-0.166129,0.171779,0.526668,-0.179054,-0.088010,0.281067,0.442261,0.881288,-0.782954,-0.096763
92,-0.036900,-0.055769,-0.180471,0.466556,0.353247,-0.212918,0.369630,0.295261,0.050439,-0.303178,-0.093741,0.038147,0.549088,-0.086960,0.074762,0.261017,0.326357,0.817776,-0.752307,-0.067975
93,-0.016074,-0.010993,-0.209067,0.532937,0.370791,-0.282341,0.358051,0.296633,0.024025,-0.357174,-0.177869,0.148502,0.493845,-0.042833,0.038011,0.237164,0.390071,0.917477,-0.708006,-0.065331
94,-0.042488,-0.012224,-0.159061,0.656309,0.434179,-0.465254,0.379078,0.187099,0.013513,-0.367695,-0.155144,0.099155,0.461673,-0.153656,-0.084379,0.185398,0.378923,0.882169,-0.752393,-0.165055
95,0.053983,-0.170529,-0.087790,0.221206,0.240969,-0.120156,0.337082,0.020985,0.155866,-0.182798,-0.159746,-0.024015,0.276234,0.040812,-0.071421,0.079437,0.326186,0.364614,-0.224471,-0.029700
96,-0.032124,-0.053433,-0.246731,0.489098,0.397147,-0.199099,0.343339,0.235256,0.162388,-0.427374,-0.238644,0.045655,0.526665,0.041027,0.058661,0.137864,0.267441,0.821227,-0.630347,-0.116315
97,-0.010110,-0.024060,-0.091091,0.539710,0.409545,-0.251124,0.427773,0.265515,0.015389,-0.377043,-0.212895,0.089216,0.512280,-0.109302,0.006366,0.201735,0.463133,0.816763,-0.635207,-0.072090
98,0.030648,-0.200939,-0.128809,0.441489,0.260982,-0.154209,0.396704,0.115436,0.111486,-0.226404,-0.202429,0.041257,0.384477,-0.005647,0.023526,0.119256,0.357536,0.613187,-0.365813,0.039106
99,-0.215387,-0.182128,-0.083416,0.351779,0.372889,-0.026671,0.463280,0.137070,0.247262,-0.074514,-0.291279,-0.110750,0.397077,0.075665,0.205710,-0.059255,0.365804,0.682392,-0.467791,0.244732
100,-0.060038,-0.112287,-0.078358,0.281025,0.315474,-0.218453,0.331113,0.152740,0.198552,-0.150336,-0.256782,0.067208,0.313849,-0.008640,0.148357,0.073660,0.252396,0.564164,-0.554423,0.089569
101,0.048934,0.005622,-0.292277,0.133356,0.116480,-0.188255,0.104724,0.094493,0.047953,-0.260582,-0.066736,0.159442,0.232007,-0.058713,0.030939,0.096535,0.041659,0.269947,-0.400438,-0.046273
102,-0.108380,-0.176854,-0.187820,0.442705,0.358760,-0.294716,0.448052,0.001427,0.094095,-0.314310,-0.274985,0.143255,0.365747,-0.230254,-0.111951,0.168553,0.294804,0.579837,-0.636867,-0.005090
103,-0.074041,-0.110193,-0.161150,0.382894,0.361650,-0.213735,0.369475,0.168158,0.118822,-0.228414,-0.204017,0.090160,0.369161,-0.012980,0.073329,0.134123,0.287981,0.687956,-0.597458,-0.004222
104,-0.125372,-0.147607,-0.180887,0.539041,0.430015,-0.212317,0.522346,0.197919,0.197784,-0.287673,-0.361329,-0.040939,0.568657,0.019437,0.143342,0.061083,0.434847,0.977293,-0.650908,0.210910
105,-0.157069,-0.055780,0.009280,0.459729,0.378677,0.018193,0.626865,0.088926,0.263129,-0.012454,-0.370508,-0.199855,0.356952,-0.000903,0.131664,-0.204281,0.322474,0.813865,-0.367862,0.280764
106,-0.051064,-0.214781,-0.316235,0.683719,0.627936,-0.372482,0.516952,0.169877,-0.020322,-0.493393,-0.342545,0.177119,0.488760,-0.302266,-0.117688,0.343395,0.427503,0.898441,-0.948248,-0.166725
107,-0.045594,-0.094355,-0.256288,0.374268,0.282635,-0.363354,0.221892,-0.077425,-0.021794,-0.222749,-0.242780,0.165654,0.198963,-0.208108,-0.134957,0.172124,0.143359,0.289574,-0.432313,-0.106288
108,0.042140,0.024226,0.019363,0.365682,0.344776,-0.119562,0.337439,0.140719,-0.062515,-0.325152,-0.128843,0.062263,0.246041,-0.121421,-0.034663,0.197427,0.343717,0.474924,-0.320097,-0.193929
109,0.017540,-0.119397,-0.102452,0.394767,0.309529,-0.231987,0.338025,0.170852,0.095662,-0.300340,-0.158130,0.095665,0.372295,-0.071984,-0.059363,0.151676,0.284540,0.605985,-0.555637,-0.026167
110,-0.043781,-0.022159,-0.160669,0.394932,0.325623,-0.237590,0.332267,0.184565,0.053963,-0.392924,-0.154409,0.151329,0.413643,-0.121271,0.030003,0.171984,0.278860,0.660040,-0.541910,-0.069026
111,0.046108,-0.025672,-0.118796,0.458876,0.316489,-0.263171,0.177556,0.081522,-0.024634,-0.427279,-0.158535,0.086106,0.473003,-0.146561,0.039965,0.180697,0.109257,0.497722,-0.372603,-0.179159
112,-0.092189,0.003744,-0.181618,0.376317,0.113298,-0.388400,0.093948,0.126531,-0.136933,-0.075727,0.018834,0.363313,0.327157,-0.199048,-0.045841,0.254226,0.084918,0.388367,-0.710824,-0.145758
113,-0.072085,-0.040611,-0.161746,0.363722,0.239661,-0.104319,0.302264,0.148042,0.115000,-0.234649,-0.223392,0.049132,0.426783,-0.022135,0.096211,0.051028,0.310214,0.632710,-0.579849,0.091648
114,-0.123707,0.023978,-0.064624,0.228270,0.158634,0.040983,0.239549,0.049685,0.154313,-0.148855,-0.228749,-0.064267,0.302586,-0.018647,0.102585,-0.026204,0.196604,0.310882,-0.232654,0.190373
115,-0.075306,-0.041136,-0.013857,0.268801,0.332314,-0.069568,0.416935,0.029395,0.190557,-0.135519,-0.289267,-0.044899,0.217301,0.059934,0.063424,-0.068937,0.173124,0.574181,-0.357073,0.217492
116,-0.030323,-0.066461,-0.141886,0.488515,0.504326,-0.322941,0.501043,0.266305,0.077497,-0.407647,-0.312562,0.023064,0.345851,-0.165578,0.071027,0.139114,0.447817,0.797363,-0.625556,0.036672
117,0.009763,-0.007690,-0.205525,0.500364,0.353770,-0.270946,0.344103,0.321600,0.052332,-0.436863,-0.160207,0.091556,0.483735,-0.123844,0.003021,0.248561,0.431123,0.773948,-0.707771,-0.155788
118,-0.022231,-0.066573,-0.189426,0.429895,0.326382,-0.284862,0.316795,0.252874,0.014937,-0.376448,-0.188790,0.135579,0.462122,-0.038591,-0.012221,0.202800,0.354288,0.722650,-0.649424,-0.105829
119,-0.000060,-0.047924,-0.126712,0.276235,0.260178,-0.204111,0.276099,0.083235,0.078308,-0.215937,-0.159026,0.087326,0.410923,-0.054878,0.022464,0.124688,0.239965,0.405160,-0.544386,-0.014983
120,-0.079287,0.259118,-0.527611,-0.113818,0.526776,0.030190,-0.021043,0.142778,0.012227,-0.631145,-0.288364,-0.043658,0.441178,0.238586,0.039633,-0.015992,0.294319,0.188619,-0.310067,-0.196474
121,-0.166129,0.312582,-0.479826,-0.039903,0.452296,-0.013183,-0.112230,0.209958,-0.124166,-0.627624,-0.260172,-0.079783,0.305870,0.263918,0.114295,-0.024741,0.300289,0.342544,-0.266534,-0.124723
122,0.023504,-0.152188,-0.116868,0.319227,0.234722,-0.112006,0.419002,0.080758,0.174986,-0.236500,-0.255235,0.019901,0.360421,-0.001424,-0.080813,0.029444,0.403262,0.484730,-0.323470,0.000247
123,-0.105076,0.285115,-0.478868,0.114938,0.508693,-0.134339,0.048217,0.243646,-0.089101,-0.688167,-0.239808,0.012768,0.478714,0.201905,0.141315,0.050783,0.401877,0.510080,-0.495844,-0.155410
124,-0.020671,-0.047170,-0.231186,0.426241,0.356735,-0.310800,0.367480,0.265559,0.057667,-0.349783,-0.168154,0.164408,0.508625,-0.133892,0.059749,0.179563,0.375536,0.754712,-0.776069,-0.049264
